,Unnamed: 0,source sentence,simplified sentence,run_id,snt_id,No error,A1. Random generation,A2. Syntax error,A3. Contradiction,A4. Simple punctuation / grammar errors,A5. Redundancy,B1. Format misalignement,B2. Prompt misalignement,C1. Factuality hallucination,C2. Faithfulness hallucination,C3. Topic shift,D1.1. Overgeneralization,D1.2 Overspecification of Concepts,D2.1. Loss of Informative Content,D2.2. Out-of-Scope Generation,Commentaire,Annotator
119,119,GDPR uses consent as a legal basis for personal data processing.,"The EU's GDPR requires companies to obtain informed consent from individuals before processing their personal data, specifying the legal basis for processing and ensuring the personal data is freely given, specific, informed, and unambiguous.",UZH_Pandas_Task3.1_simple_with_intermediate_definitions,G15.3_3007495176_3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,D
120,120,The Dr Who SLU engine is based on a robust chart parser and a plan-based dialog manager.,"So, you know how sometimes we have conversations with people, like ""Hey, what's your favorite ice cream flavor?"" And they answer us back? Like ""Mint chocolate chip!""?

Well, the Dr Who SLU engine is a special tool that helps computers have conversations with people too! It's like a super smart robot that can understand what we're saying and respond back.

The ""chart parser"" part of the engine is like a special dictionary that helps the robot understand what words mean. It's like a big book that says ""oh, you said 'hello', that means 'hi'!""

The ""plan-based dialog manager"" part is like a special plan that the robot follows when it's having a conversation. It's like a recipe for making a conversation, where the robot says ""okay, I'll ask you this, and then you'll answer, and then I'll respond back!""

So, when we put it all together, the Dr Who SLU engine is like a super smart robot that can understand what we're saying and respond back in a way that makes sense!",UZH_Pandas_Task3.1_selection_with_lens_cot,G01.1_1522515958_9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,D
121,121,The study is based on real-life data of transactions from an international credit card operation.,is based on real-life data of transactions from an international credit card operation.,UBO_RubyAiYoungTeam_Task3.2,T16.1_2045049630_4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,D
122,122,Experimental results demonstrate that the proposed algorithm has high imperceptibility and capacity.,The new algorithm is both hard to detect and can store a lot of information.,Elsevier@SimpleText_Task3.1_run4,T15.1_1576337284_8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,D
123,123,Only one third of eligible patients were screened.,Not many eligible patients got checked.,UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions,G01.1_1529793248_4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,D
124,124,"In this context, the EU has recently published the general data protection regulation (GDPR), which ensures strengthening of the privacy rights of the data subjects concerning their personal data.","""The big group of countries called the EU made a new rule to help keep people's personal information safe and private.""",UZH_Pandas_Task3.1_5Y_target,G15.3_2891980658_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,D
125,125,The algorithm aims to encourage autistic children to interact and to capture their attention using a robot that recognizes their faces.,The robot helps kids with autism play and pay attention to it!,UZH_Pandas_Task3.1_selection_with_sle,G10.1_2003799949_4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,D
126,126,We consider a compartmental model of two interacting epidemic processes over a network that is segregated between gullible and skeptic users.,We use a model to study two epidemic processes on a network with gullible and skeptic users.,Elsevier@SimpleText_Task3.1_run3,G07.2_2532284773_6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,D
127,127,"Recently, Lu and Cao proposed a new simple three-party key exchange S-3PAKE protocol and claimed that it is not only very simple and efficient, but also can survive against various known attacks.","""Scientists made a new way to keep information safe between three friends, and it's easy, fast, and strong against bad guys.""",UZH_Pandas_Task3.1_selection_with_sle,T16.2_1760039095_3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,D
128,128,"In our experiment, a multi-agent system with a Genetic Algorithm is used to globally optimize a useru0027s selection of “channels” among a very large number of choices.","In our experiment, a system with a Genetic Algorithm is used to select a useru0027s from a large number of channels. This includes both the standard selection process and a special algorithm, called the “channels”, which is tailored to a user's preferences.",UAms_Task3-1_GPT2,G01.1_1570837852_3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,D
